title,content,url,sub_title,year
Building pan-genome infrastructures for crop plants and their use in association genetics,"… In addition to focusing on maximizing representativeness of global diversity in a crop, a 
pan-genome project may also select genotypes … for plant genome assembly, population genomics 
and GWAS studies, but it has important drawbacks. The intergenic space in plant genomes …",https://academic.oup.com/dnaresearch/article-abstract/28/1/dsaa030/6117190,"M Jayakodi, M Schreiber, N Stein, M Mascher - DNA Research, 2021 - academic.oup.com",2021
Wild emmer genome architecture and diversity elucidate wheat evolution and domestication,"… We report a 10.1-gigabase assembly of the 14 chromosomes of wild tetraploid wheat, as 
well as analyses of gene content, genome architecture, and genetic diversity. With this fully 
assembled polyploid wheat genome, we identified the causal mutations in Brittle Rachis 1 (TtBtr1…",https://science.sciencemag.org/content/357/6346/93.abstract,"R Avni, M Nave, O Barad, K Baruch… - …, 2017 - science.sciencemag.org",2017
A genome-wide transcriptional analysis using Arabidopsis thaliana Affymetrix gene chips determined plant responses to phosphate deprivation,"… In addition, normalization was performed separately for each experiment and plant tissue 
for all measurements using the flags (“present,” “… from the international Arabidopsis Genome 
Initiative sequencing project in collaboration with The Institute for Genome Research). To test …",https://www.pnas.org/content/102/33/11934.short,"J Misson, KG Raghothama, A Jain… - Proceedings of the …, 2005 - National Acad Sciences",2005
Physical and genetic structure of the maize genome reflects its complex evolutionary history,"… To better understand maize genome organization and to build a framework for genome 
sequencing, we constructed a sequence-ready fingerprinted contig-based physical map that 
covers 93.5% of the genome, of which 86.1% is aligned to the genetic map. The fingerprinted …",https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.0030123,"F Wei, ED Coe, W Nelson, AK Bharti, F Engler… - PLoS …, 2007 - journals.plos.org",2007
Genome‐wide association study for nine plant architecture traits in Sorghum,"… This study provides new knowledge of the association of GA genes with plant architecture 
traits and the genomic regions controlling variation in leaf angle, stem circumference, internode 
number, tiller number, seed number, panicle exsertion, and panicle length. The GA gene …",https://acsess.onlinelibrary.wiley.com/doi/abs/10.3835/plantgenome2015.06.0044,"J Zhao, MB Mantilla Perez, J Hu… - … Plant Genome, 2016 - Wiley Online Library",2016
The Brassica oleracea genome reveals the asymmetrical evolution of polyploid genomes,"… The largest genetic foundation for plant genome evolution and new species formation is 
the differentiation of retained paralogous and orthologous genes. Around 38% (4,302/11,493) 
of all paralogous gene pairs in B. oleracea and ~\n36% (4,089/11,448) in B. …",https://www.nature.com/articles/ncomms4930,"S Liu, Y Liu, X Yang, C Tong, D Edwards… - Nature …, 2014 - nature.com",2014
Analysis and functional classification of transcripts from the nematode Meloidogyne incognita,"… Plant parasitic nematodes are major pathogens of most crops. Molecular characterization of 
these species as well as the development of new techniques for control can benefit from genomic 
approaches. As an entrée to characterizing plant … to genome data from a plant parasitic …",https://link.springer.com/article/10.1186/gb-2003-4-4-r26,"JP McCarter, MD Mitreva, J Martin, M Dante, T Wylie… - Genome biology, 2003 - Springer",2003
The Physcomitrella patens chromosome‐scale assembly reveals moss genome structure and evolution,"… moss genome. This study provides unprecedented insights into the genome of a haploid-dominant 
land plant, such as the peculiar structure and evolution of moss chromosomes, and 
demonstrates syntenic conservation of important plant genes throughout 500 Ma of evolution. …",https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.13801,"D Lang, KK Ullrich, F Murat, J Fuchs… - The Plant …, 2018 - Wiley Online Library",2018
"A genome scale metabolic network for rice and accompanying analysis of tryptophan, auxin and serotonin biosynthesis regulation under biotic stress","… It may increase depending on the ploidy and ancestral genome duplications in a plant 
genome, as well as on the quality and depth of the genome’s annotation. For example grape 
and Eucalyptus genome annotation (Jaiswal et al. unpublished) has revealed that about 30% of …",https://thericejournal.springeropen.com/articles/10.1186/1939-8433-6-15,"P Dharmawardhana, L Ren, V Amarasinghe… - Rice, 2013 - thericejournal.springeropen.com",2013
FGDB: revisiting the genome annotation of the plant pathogen Fusarium graminearum,"… The MIPS Fusarium graminearum Genome Database (FGDB) was established as a 
comprehensive genome database on one of the most devastating fungal plant pathogens of wheat, 
barley and maize. The current version of FGDB v3.1 provides information on the full manually …",https://academic.oup.com/nar/article-abstract/39/suppl_1/D637/2505835,"P Wong, M Walter, W Lee, G Mannhaupt… - Nucleic acids …, 2010 - academic.oup.com",2010
Sequencing-based genome-wide association study in rice,"… After completing the Human Genome Project, the international consortium further identified 
millions of common SNPs in human populations and constructed a high-density haplotype 
map of the human genome through global collaborations [11, 12]. On the basis of these …",https://www.sciencedirect.com/science/article/pii/S1369526613000411,"B Han, X Huang - Current opinion in plant biology, 2013 - Elsevier",2013
Detection of 91 potential conserved plant microRNAs in Arabidopsis thaliana and Oryza sativa identifies important target genes,"… We present a genome-wide computational approach to detect miRNA genes in the Arabidopsis 
thaliana … for detecting plant miRNAs, based on a comparison of the Arabidopsis and Oryza 
genomes, and considering the core features of experimentally determined plant miRNAs. …",https://www.pnas.org/content/101/31/11511.short,"E Bonnet, J Wuyts, P Rouzé… - Proceedings of the …, 2004 - National Acad Sciences",2004
The genome of the extremophile crucifer Thellungiella parvula,"… it a model for the evolution of plant adaptation to extreme environments. Here we present 
the draft genome for this extremophile species. … The genome assembly is deposited with 
the NCBI Genome Project ID 63843, and the sequences are deposited with the GenBank ID …",https://www.nature.com/articles/ng.889,"M Dassanayake, DH Oh, JS Haas, A Hernandez… - Nature …, 2011 - nature.com",2011
"Genotyping-by-sequencing (GBS), an ultimate marker-assisted selection (MAS) tool to accelerate plant breeding","… in plant breeding. The application of next-generation sequencing (NGS) technologies has led 
to remarkable advances in whole genome sequencing, which provides ultra-throughput 
sequences to revolutionize plant … successfully used in implementing genome-wide association …",https://internal-journal.frontiersin.org/articles/10.3389/fpls.2014.00484/full,"J He, X Zhao, A Laroche, ZX Lu… - Frontiers in plant …, 2014 - internal-journal.frontiersin.org",2014
The variation of base composition in plant genomes,"… However, less attention has been paid to the GC content of plant genomes. Here, we survey 
existing research concerning GC content of plant nuclear genomes and outline some directions 
for possible interpretations of the biological relevance of variation in GC content viewed …",https://link.springer.com/chapter/10.1007/978-3-7091-1130-7_14,"P Šmarda, P Bureš - Plant Genome Diversity Volume 1, 2012 - Springer",2012
"Draft Genome Sequence of the Endophytic Bacterium Enterobacter spp. MR1, Isolated from Drought Tolerant Plant (Butea monosperma)","… effects of plant growth promoting endophytic bacteria on plant … plant Butea monosperma. 
They were differentiated based on their morphological characteristics and the bacterium MR1 
was selected, based on its highly efficient plant growth promoting activities, for whole genome …",https://link.springer.com/content/pdf/10.1007/s12088-013-0429-5.pdf,"MV Parakhia, RS Tomar, BJ Malaviya… - Indian journal of …, 2014 - Springer",2014
Best Practices for Whole Genome Sequencing Using the Sequel System,"… sequencing has proven to be challenging, particularly due to genome size, high density of 
… practices for whole genome sequencing and de novo assembly of complex plant and animal 
… The combination of these advances makes plant and animal whole genome sequencing a …",https://www.pacb.com/wp-content/uploads/Blethrow-ABRF-2018-Best-Practices-for-Whole-Genome-Sequencing-Using-the-Sequel-System.pdf,"J Blethrow, N Sisneros, S CHACKRABORTY, S Kingan… - 2018 - pacb.com",0
The draft genome of sweet orange (Citrus sinensis),"… valuable reference for plant genome evolutionary analyses. Our genome analysis indicated 
that there was only an ancient (γ) triplication event and no recent WGD events in the orange 
genome, which partially explains the small size of the citrus genome. Phylogenetic analysis …",https://www.nature.com/articles/ng.2472,"Q Xu, LL Chen, X Ruan, D Chen, A Zhu, C Chen… - Nature …, 2013 - nature.com",2013
The Peculiar Landscape of Repetitive Sequences in the Olive (Olea europaea L.) Genome,"… On the whole, the results of our analyses show the peculiar landscape of the olive genome, 
related to the massive amplification of tandem repeats, more than that reported for any other 
sequenced plant genome. genome landscape, Olea europaea, repetitive DNA, tandem …",https://academic.oup.com/gbe/article-abstract/6/4/776/542582,"E Barghini, L Natali, RM Cossu… - Genome biology and …, 2014 - academic.oup.com",2014
CRISPR/Cas genome editing and precision plant breeding in agriculture,"… Here, we review advances in CRISPR/Cas9 and its variants and examine their applications 
in plant genome editing and related manipulations. We highlight base-editing tools that enable 
targeted nucleotide substitutions and describe the various delivery systems, particularly …",https://www.annualreviews.org/doi/abs/10.1146/annurev-arplant-050718-100049,"K Chen, Y Wang, R Zhang, H Zhang… - Annual review of plant …, 2019 - annualreviews.org",2019
Sesame Genome Assembly,"… Genome assembly strategy is a crucial step for reconstructing high-quality genomes in any 
genome project. With the continuous innovation of new sequencing platforms, various methods 
of genome assembly have been developed and applied in genome assembly. In order to …",https://link.springer.com/chapter/10.1007/978-3-319-98098-0_13,"H Miao, Y Sun, L Wang, H Zhang - The Sesame Genome, 2021 - Springer",2021
Insights from the comparison of plant genome sequences,"… The greatest challenge facing the respective research communities interested in many 
angiosperm species is no longer genome sequencing per se but the conversion of sequence 
to knowledge. Sequencing will lay bare the secrets of a plant's genetic potential if we are clever …",https://www.annualreviews.org/doi/abs/10.1146/annurev-arplant-042809-112235,"AH Paterson, M Freeling, H Tang… - Annual review of plant …, 2010 - annualreviews.org",2010
Decoding plant genome: from epigenome to 3D organization,"… , was the Human Genome Project (HGP), which sequenced the human genome sequence, 
determined approximately three billion base pairs with more than 20,000 genes, and identified 
the linear structures of these genes along the genome. The HGP greatly improved genome …",https://www.sciencedirect.com/science/article/pii/S1673852720301247,"W Ouyang, Z Cao, D Xiong, G Li, X Li - Journal of Genetics and Genomics, 2020 - Elsevier",2020
Origins of the human genome project,"… mounted several genome projects on yeast, bacteria, Drosophila, and Arabidospis thaliana 
(a rapidly growing plant with a small genome) in … These are but the first fruits of the genome 
project. There is much more to come.—Watson, JD, Cook‐Deegan, RM Origins of the human …",https://faseb.onlinelibrary.wiley.com/doi/abs/10.1096/fasebj.5.1.1991595,"JD Watson, RM Cook‐Deegan - The FASEB journal, 1991 - Wiley Online Library",1991
Journey through the past: 150 million years of plant genome evolution,"… plant genome evolution from the early angiosperm ancestor to the current A. thaliana 
genome, covering about 150 million years of evolution characterized by gene and genome … of 
the genome to be sequenced was a major determinant in whether or not a genome project was …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-313X.2011.04521.x,"S Proost, P Pattyn, T Gerats, Y Van de Peer - The Plant Journal, 2011 - Wiley Online Library",2011
Potential and application of molecular markers techniques for plant genome analysis,"… Genetic mapping through molecular markers is necessary not only for the reliable 
detection, mapping and estimation of gene effects of important agronomic traits, but also for 
further research on the structure, organization, evolution and function of the plant genome. …",https://www.researchgate.net/profile/Afra-Roughani/post/SSR_or_ISSR/attachment/5a842e1a4cde266d588b1e17/AS%3A593915900092422%401518611993889/download/markers.pdf,"B Madhumati - Int J Pure App Biosci, 2014 - researchgate.net",2014
PGSB PlantsDB: updates to the database framework for comparative plant genome research,"… for Plant Genomic Science) project is a collaborative effort to enhance data integration, 
management and analysis of plant genome data and provides services to plant … protocols and 
technologies to inter-connect major plant genome resources. A total of 11 different European …",https://academic.oup.com/nar/article-abstract/44/D1/D1141/2502629,"M Spannagl, T Nussbaumer, KC Bader… - Nucleic acids …, 2016 - academic.oup.com",2016
A comprehensive crop genome research project: the Superhybrid Rice Genome Project in China,"… for plant genome sequencing with WGS will be the maize genome, … of genome duplication, 
it is feasible to estimate the gene content of a plant genome, since the gene sizes of higher 
plants are fairly constant in a range of 4–5 kbp. For instance, the gene content of a rice genome …",https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2007.2031,"J Yu, G Ka-Shu Wong, S Liu… - … Transactions of the …, 2007 - royalsocietypublishing.org",2007
Crowdfunding the Azolla fern genome project: a grassroots approach,"… Here we aim to (1) generate a reference genome for Azolla, as well as for the metagenomes 
of its symbiotic bacteria; (2) resequence … (4) revisit plant genome and gene family evolution 
with this very first genome for the fern lineage. Because this project repeatedly fell outside of …",https://academic.oup.com/gigascience/article-abstract/3/1/2047-217X-3-16/2682927,"FW Li, KM Pryer - GigaScience, 2014 - academic.oup.com",2014
Achievements of the national plant genome initiative and new horizons in plant biology,"… At the beginning of NPGI in 1998, there was little dedicated federal funding for plant 
genomics research beyond the then rapidly expanding Arabidopsis genome project and its 
associated research community, and various projects funded by ad hoc grants to principal …",https://www.google.com/books?hl=zh-CN&lr=&id=sb9TAgAAQBAJ&oi=fnd&pg=PT17&dq=plant+genome+project&ots=0EPIja8wgN&sig=4nOdjWSbP4U417LMaNdvHUqTvvA,National Research Council - 2008 - books.google.com,0
"Genome sequences of horticultural plants: past, present, and future","… Finally, we propose a horticultural plant genome project as well as the roadmap and technical 
details toward three goals of the project. … Here we propose a horticultural plant genome 
project (HPGP) with three goals (Fig. ). The first goal of the HPGP is to generate reference …",https://www.nature.com/articles/s41438-019-0195-6,"F Chen, Y Song, X Li, J Chen, L Mo, X Zhang… - Horticulture …, 2019 - nature.com",2019
Genome sequence of the metazoan plant-parasitic nematode Meloidogyne incognita,"… bonds in plant cell walls, making the components more accessible to plant cell wall–degrading 
enzymes 18 . This suite of plant cell wall–… We identified orthologs to other known candidate 
plant-parasitic nematode parasitism genes in the genome of M. incognita. As most of …",https://www.nature.com/articles/nbt.1482?referral=true,"P Abad, J Gouzy, JM Aury, P Castagnone-Sereno… - Nature …, 2008 - nature.com",2008
The Plasmodium genome database,"… falciparum declines as the genome project approaches completion, but they remain valuable 
for new projects, such as the other … sequence similarity to plastid, chloroplast or plant genes. 
Phylo-genetic comparison with plant species is not currently supported in PlasmoDB, but all …",https://www.nature.com/articles/419490a,"JC Kissinger, BP Brunk, J Crabtree, MJ Fraunholz… - Nature, 2002 - nature.com",2002
"Genotoxic stress in plants: shedding light on DNA damage, repair and DNA repair helicases","… The completed plant genome sequences reveal that most of the genes involved in NER 
and BER … plant; genome 130 Mbp, n = 5) Sequence Genome Project [68] and the rice (monocot 
plant; genome 430 Mbp, n = 12) genome sequence generated by the Rice Genome Project …",https://www.sciencedirect.com/science/article/pii/S1383574208000835,"N Tuteja, P Ahmad, BB Panda, R Tuteja - Mutation Research/Reviews in …, 2009 - Elsevier",2009
"Genome‐Wide Population Structure Analyses of Three Minor Millets: Kodo Millet, Little Millet, and Proso Millet","… Our goal in this project was to generate genome-wide marker data on each of these species 
to enable population genetic analysis and empower breeders and researchers to make 
more informed decisions about germplasm selection and representation. We genotyped 190 …",https://acsess.onlinelibrary.wiley.com/doi/abs/10.3835/plantgenome2019.03.0021,"M Johnson, S Deshpande, M Vetriventhan… - … Plant Genome, 2019 - Wiley Online Library",2019
The tea plant reference genome and improved gene annotation using long-read and paired-end sequencing data,"… With this library, we scanned the representative sequences in tea plant genome. We also 
performed the homology-based prediction by … to identify tandem repeats in the tea plant genome. 
In total, we identified 1.86 Gb (64%) of repetitive sequences in tea plant genome (Table 2), …",https://www.nature.com/articles/s41597-019-0127-1,"E Xia, F Li, W Tong, H Yang, S Wang, J Zhao, C Liu… - Scientific data, 2019 - nature.com",2019
Genome anatomies,"… , and plans are being made to start the chimpanzee genome project, the results of which 
will enable a direct comparison between the human genome and that of our closest non-human 
relative. … but still relatively small for a flowering plant. Only a few limited regions of the maize …",https://www.ncbi.nlm.nih.gov/books/NBK21120/,"TA Brown - Genomes. 2nd edition, 2002 - ncbi.nlm.nih.gov",2002
Announcing the Genome Atlas of Bamboo and Rattan (GABR) project: promoting research in evolution and in economically and ecologically beneficial plants,"… Genome Project, and in 2013 released the draft genome of Moso bamboo (Phyllostachys 
edulis) [3], the only species for which a whole genome … Therefore, we launched the Genome 
Atlas of Bamboo and Rattan (GABR) project, which aims to generate large-scale ‘omics data to …",https://academic.oup.com/gigascience/article-abstract/6/7/gix046/3869081,"H Zhao, S Zhao… - …, 2017 - academic.oup.com",2017
Genome-wide comparative phylogenetic analysis of the rice and Arabidopsis Dof gene families,"… TMRI rice genome project (CL037947.70). Since none of the indica and TMRI japonica 
contigs have been mapped to a rice genome, we … We performed exhaustive searches in plant 
databases that allowed the detection of likely orthologs to dicot-specific genes, while no clear …",https://bmcecolevol.biomedcentral.com/articles/10.1186/1471-2148-3-17,"D Lijavetzky, P Carbonero… - BMC …, 2003 - bmcecolevol.biomedcentral.com",2003
An inferred fitness consequence map of the rice genome,"… at its core, was first developed for the human genome. Here, we report a fitCons map in a 
plant genome, using rice (Oryza sativa) as a … was calculated from a summary of alleles 
derived from the 3K Rice Genome Project 11 variant call formats. To contrast these values with ρ …",https://www.nature.com/articles/s41477-019-0589-3,"Z Joly-Lopez, AE Platts, B Gulko, JY Choi, SC Groen… - Nature plants, 2020 - nature.com",2020
"A highly efficient transformation protocol for Micro-Tom, a model cultivar for tomato functional genomics","… However, compared with Arabidopsis and rice, tomato has a relatively large genome (approximately 
950 Mb), which makes it difficult for a single institution to undertake the genome project. 
Therefore, tomato genome initiatives are currently in progress, involving the action of an …",https://academic.oup.com/pcp/article-abstract/47/3/426/1922987,"HJ Sun, S Uchii, S Watanabe… - Plant and Cell Physiology, 2006 - academic.oup.com",2006
Complete genome sequencing and analysis of Capsicum annuum varieties,"Peppers (Capsicum spp.), economically important crops of the nightshade family, are used as 
vegetables, spices, and medicines. Bacterial wilt (BW), one of the most devastating bacterial 
plant diseases, causes heavy losses in many crops, including peppers. The aim of this …",https://link.springer.com/article/10.1007/s11032-016-0557-9,"YK Ahn, S Karna, TH Jun, EY Yang, HE Lee, JH Kim… - Molecular …, 2016 - Springer",2016
A pentatricopeptide repeat‐containing gene that promotes the processing of aberrant atp6 RNA of cytoplasmic male‐sterile rice,"… The nuclear and cytoplasmic genotypes and phenotypes of the plant materials used in this … 
The nuclear and cytoplasmic genotypes and phenotypes of the plant materials used in this … 
Based on the draft sequences of BAC clones of Nipponbare (the TIGR Rice Genome Project), …",https://febs.onlinelibrary.wiley.com/doi/abs/10.1016/S0014-5793(03)00480-0,"T Kazama, K Toriyama - FEBS letters, 2003 - Wiley Online Library",2003
"Integrated genome sequence and linkage map of physic nut (Jatropha curcas L.), a biodiesel plant","… Here we report the draft genome of physic nut (Jatropha curcas L.), a biodiesel plant. The 
assembled genome has a total length of 320.5 Mbp and contains 27 172 putative protein-coding 
genes. We established a linkage map containing 1208 markers and anchored the genome …",https://onlinelibrary.wiley.com/doi/abs/10.1111/tpj.12761,"P Wu, C Zhou, S Cheng, Z Wu, W Lu, J Han… - The Plant …, 2015 - Wiley Online Library",2015
Sequencing the Genespaces of Medicago truncatula and Lotus japonicus,"… With the growing body of genome sequence for both Mt and Lj, it is clear that detailed 
comparisons between these two genomes (and also with Arabidopsis and poplar) will reveal 
exciting new aspects of plant genome organization and evolution. More importantly, detailed …",https://academic.oup.com/plphys/article-abstract/137/4/1174/6112677,"ND Young, SB Cannon, S Sato, D Kim… - Plant …, 2005 - academic.oup.com",2005
Choosing and using a plant DNA barcode,"… plant barcode; evaluate the factors which influence the discriminatory power of the approach; 
describe some early applications of plant barcoding and summarise major emerging projects; 
and outline tool development that will be necessary for plant DNA barcoding to advance. …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0019254,"PM Hollingsworth, SW Graham, DP Little - PloS one, 2011 - journals.plos.org",2011
Horizontal transfer of entire genomes via mitochondrial fusion in the angiosperm Amborella,"… genome sequence of the flowering plant Amborella trichopoda. This enormous, 3.9-megabase 
genome contains six genome equivalents … by mitochondrial fusion (limited mechanistically 
to green plant mitochondria) and then genome recombination. Amborella’s epiphyte load, …",https://science.sciencemag.org/content/342/6165/1468.abstract,"DW Rice, AJ Alverson, AO Richardson… - …, 2013 - science.sciencemag.org",2013
Plant-like traits associated with metabolism of Trypanosoma parasites,"… AI110494) that appeared to have most identity with plant SBPases (40% with Arabidopsis 
thaliana) on a tblastn search in the GenBank database. … major genome sequence project 
allowed us to identify the complete 6PGL gene of this species (AL160493). Subsequently, with two …",https://www.pnas.org/content/100/3/1067.short,"V Hannaert, E Saavedra, F Duffieux… - Proceedings of the …, 2003 - National Acad Sciences",2003
The Complete Chloroplast Genome Sequence of Date Palm (Phoenix dactylifera L.),"… Here we report a complete sequence of the data palm chloroplast (cp) genome based on 
pyrosequencing. Methodology/Principal Findings After extracting 369,022 cp sequencing 
reads from our whole-genome-shotgun data, we put together an assembly and validated it with …",https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0012762,"M Yang, X Zhang, G Liu, Y Yin, K Chen, Q Yun, D Zhao… - PloS one, 2010 - journals.plos.org",2010
The genome of Eucalyptus grandis,"… To address the phylogenetic position of Eucalyptus, we performed genome-wide analysis 
of 17 sequenced plant genomes, generating a matrix of 697,423 aligned amino acid positions 
from 3,268 orthologue gene clusters (Methods and Supplementary Information section 3). …",https://www.nature.com/articles/nature13308,"AA Myburg, D Grattapaglia, GA Tuskan, U Hellsten… - Nature, 2014 - nature.com",2014
Discovery of induced point mutations in maize genes by TILLING,"… We demonstrate that high-throughput TILLING is applicable to maize, an important crop 
plant with a large genome but with limited reverse-genetic resources currently available. We 
screened pools of DNA samples for mutations in 1-kb segments from 11 different genes, …",https://link.springer.com/article/10.1186/1471-2229-4-12,"BJ Till, SH Reynolds, C Weil, N Springer, C Burtner… - BMC plant biology, 2004 - Springer",2004
Weeding out the genes: the Arabidopsis genome project,"… In this review, I will first consider the technical strategies taken to completing the genome 
sequence. The experience with the Arabidopsis project has many important lessons for other 
genomes, both plant and animal, and these are reviewed in this section. Next, initial results …",https://link.springer.com/article/10.1007/s101420000006,"RA Martienssen - Functional & integrative genomics, 2000 - Springer",2000
Organisation of the plant genome in chromosomes,"… The plant genome is organized into chromosomes that provide the structure for the genetic 
linkage groups and allow faithful replication, … obtained after the first plant genome sequences 
were completed have shown that transfer of genes into the plant nuclear genome, while not …",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-313X.2011.04544.x,"JS Heslop‐Harrison, T Schwarzacher - The Plant Journal, 2011 - Wiley Online Library",2011
The genome project-write,"… It was biology's first genome-scale project and at the time … plant genomes, including the 
human genome, which would, in turn, drive development of tools and methods to facilitate 
large-scale synthesis and editing of genomes. To this end, we propose the Human Genome Project-…",https://science.sciencemag.org/content/353/6295/126.summary,"JD Boeke, G Church, A Hessel, NJ Kelley… - …, 2016 - science.sciencemag.org",2016
Plant genome databases: From references to inference tools,"… public plant genome databases is reviewed, together with an overview of initiatives underway 
to bind them to form a single plant genome … Plant genome bioinformaticists have greatly 
improved access to genome project information throughout the last decade. They are just …",https://academic.oup.com/bib/article-abstract/1/2/138/204049,"J Dicks - Briefings in bioinformatics, 2000 - academic.oup.com",2000
Chlamydomonas reinhardtii Genome Project. A Guide to the Generation and Use of the cDNA Information,"Abstract The National Science Foundation-funded Chlamydomonas reinhardtii genome project involves (a) construction and sequencing of cDNAs isolated from cells exposed to various environmental conditions,(b) construction of a high-density cDNA microarray,(c) …",https://academic.oup.com/plphys/article-abstract/131/2/401/6102953,"J Shrager, C Hauser, CW Chang, EH Harris… - Plant …, 2003 - academic.oup.com",2003
New goals for the US human genome project: 1998-2003,"… mouse genome; for studying the ethical, legal, and social implications of genome research; 
for bioinformatics and computational studies; … for training of genome scientists. The Human 
Genome Project (HGP) is fulfilling its promise as the single most important project in biology …",https://www.science.org/doi/abs/10.1126/science.282.5389.682,"FS Collins, A Patrinos, E Jordan, A Chakravarti… - science, 1998 - science.org",1998
Dynamics and adaptive benefits of protein domain emergence and arrangements during plant genome evolution,"… Duplications have been more frequently described for plants than elsewhere and plant 
genome evolution is special in several aspects. First, plant genomes are repeat-rich and 
transposable elements have a particularly prominent role in creating retrocopies of genes, for …",https://academic.oup.com/gbe/article-abstract/4/3/316/562278,"AR Kersting, E Bornberg-Bauer… - Genome biology and …, 2012 - academic.oup.com",2012
National Institute of Plant Genome Research,"Candidates having M. Sc. degree (with minimum of 55% marks) or equivalent in Life 
Sciences/Biotechnology/Bioinformatics/Molecular Biology or any other related field with minimum 
of two years of post M. Sc. research experience are eligible to apply. The candidate having …",https://www.researchgate.net/profile/Sudeep-Chandramana/publication/299599115_Inclusive_Growth_And_Youth_Empowerment_A_development_Model_For_Aspirational_India/links/57023bef08ae1408e15f1318/Inclusive-Growth-And-Youth-Empowerment-A-development-Model-For-Aspirational-India.pdf#page=71,"M Jain - Science, Technology and Management, 2014 - researchgate.net",2014
The Sphagnum genome project: a new model for ecological and evolutionary genomics,"… , Joint Genome Institute (JGI), has recently accepted a community supported science project 
aimed … The inception of this project provides the first plant-based genome sequencing project 
… the Sphagnum species can be compared to the JGI Plant Flagship model for bryophytes, P. …",https://www.sciencedirect.com/science/article/pii/S0065229616300039,"AJ Shaw, J Schmutz, N Devos, S Shu, AA Carrell… - Advances in botanical …, 2016 - Elsevier",2016
The C-Fern (Ceratopteris richardii) genome: insights into plant genome evolution with the first partial homosporous fern genome assembly,"… To make direct comparisons with other plant genome assemblies of varying sizes, qualities, 
and lineages, we followed the same repeat annotation protocol for the genomes of Amborella 
trichopoda 16 , a monocot (Zea mays) 60 , a liverwort (Marchantia polymorpha) 61 , a …",https://www.nature.com/articles/s41598-019-53968-8,"DB Marchant, EB Sessa, PG Wolf, K Heo… - Scientific reports, 2019 - nature.com",2019
The fungal mitochondrial genome project: evolution of fungal mitochondrial genomes and their gene expression,"… genome project (FMGP) is to sequence complete mitochondrial genomes for a representative 
sample of the major fungal lineages; to analyze the genome … However, its association with 
the plant lineage in this analysis, although supported by a high bootstrap value, is clearly a …",https://link.springer.com/article/10.1007/s002940050220,"B Paquin, MJ Laforest, L Forget, I Roewer, Z Wang… - Current genetics, 1997 - Springer",1997
Current strategies of polyploid plant genome sequence assembly,"… Here, we review the challenges of the assembly of polyploid plant genomes, and also present 
recent … and the impact of third generation technologies on polyploid plant genome assembly. 
… The ploidy level of the plant genome must be carefully considered when choosing the …",https://internal-journal.frontiersin.org/articles/10.3389/fpls.2018.01660/full,"M Kyriakidou, HH Tai, NL Anglin… - … in plant science, 2018 - internal-journal.frontiersin.org",2018
Progress in expressed sequence tags (EST) project of plant genome,"Plant expressed sequence tags (EST) project is a new research area in plant genome. By a single pass large scale sequencing of cDNA libraries, ESTs can be acquired and used to analyze gene expression, organization, construction. Some kinds of plant genome projects …",https://europepmc.org/article/cba/350808,"LUO Meng, JIA Jizeng - Sheng wu hua xue yu Sheng wu wu li jin …, 2001 - europepmc.org",2001
Plant genome and transcriptome annotations: from misconceptions to simple solutions,"… (i) Generation of protein sequences: The first question one should ask is whether protein 
sequences are available (which is typically the case in a genome project) or not (which is 
typically the case in a transcriptome project). If protein-coding sequences are not available, these …",https://academic.oup.com/bib/article-abstract/19/3/437/2843630,"ME Bolger, B Arsova, B Usadel - Briefings in bioinformatics, 2018 - academic.oup.com",2018
"MAKER-P: a tool kit for the rapid creation, management, and quality control of plant genome annotations","… to better support plant genome annotation efforts. New features include better parallelization 
for large repeat-rich plant genomes, noncoding … the annotations of even Arabidopsis, perhaps 
the best-annotated plant genome. We have also installed and benchmarked MAKER-P on …",https://academic.oup.com/plphys/article-abstract/164/2/513/6112783,"MS Campbell, MY Law, C Holt, JC Stein… - Plant …, 2014 - academic.oup.com",2014
The Arabidopsis information resource: making and mining the “gold standard” annotated reference plant genome,"… plant genome to be sequenced, and subsequently the subject of a concerted effort to 
understand the functions of the more than 30,000 genes identified to date (Arabidopsis Genome 
… understanding plant gene functions and ultimately unraveling mechanisms of plant physiology, …",https://onlinelibrary.wiley.com/doi/abs/10.1002/dvg.22877,"TZ Berardini, L Reiser, D Li, Y Mezheritsky, R Muller… - genesis, 2015 - Wiley Online Library",2015
Plant genome-scale metabolic reconstruction and modelling,"… thaliana genome project was completed in 2000 [33], though functional annotation is an 
ongoing effort. In late 2009, the first GEM for heterotrophic Arabidopsis cell-suspension 
cultures was published [8]. A couple of months later, the first comprehensive …",https://www.sciencedirect.com/science/article/pii/S0958166912001218,"CG de Oliveira Dal'Molin, LK Nielsen - Current opinion in biotechnology, 2013 - Elsevier",2013
